CATEGORIA,NOME CARDAPIO,NOME PDV,CÓD PDV,PREÇO VENDA CHEIO,DESCRICAO ITEM CARDAPIO
LOC - SMASH BURGER,Smash Pork Cheese Salad,LCL - SMS PORK SALAD,60480,20.9,"Pão brioche, 2 carnes smash (fininhas) de 40g cada, exclusivo blend de queijos, alface americana e tomate em rodelas e molho (servido diretamente no burger)"
LOC - SMASH BURGER,Smash Cheese Salad,LCL - SMS BOV SALAD,60481,23.9,"Pão brioche, 2 carnes smash (fininhas) de 40g cada, exclusivo blend de queijos, alface americana e tomate em rodelas e molho (servido diretamente no burger)"
LOC - SMASH BURGER,Smash Pork Cheese Onion,LCL - SMS PORK ONION,60490,21.9,"Pão brioche, 2 carnes smash (fininhas) de 40g cada, exclusivo blend de queijos, cebola caramelizada e molho (servido diretamente no burger)"
LOC - SMASH BURGER,Smash Cheese Onion,LCL - SMS BOV ONION,60491,24.9,"Pão brioche, 2 carnes smash (fininhas) de 40g cada, exclusivo blend de queijos, cebola caramelizada e molho (servido diretamente no burger)"
LOC - BURGERS,Old Man (Suíno),LCL - BGR PORK OLDMAN,60720,24.9,"Blend de toscana com suíno e cheddar, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,Old Man (Bovino),LCL - BGR BOV OLDMAN,60721,27.9,"Blend de carnes da casa e cheddar, no pão com gergelim. Acompanha 1 molho."
PRODUTOS DE CAMPANHAS,Brasil no pote: Creme de frango,POTE - CREME DE FRANGO,99531,26.9,"Creme de frango, arroz branco e batata palha. "
PRODUTOS DE CAMPANHAS,Brasil no pote: Vatapá de frango,POTE - VATAPÁ FRANGO,99532,28.9,"Vatapá de frango, baião de dois cremoso e farofa de cuscuz com ovo."
PRODUTOS DE CAMPANHAS,Brasil no pote: Fricassê de frango,POTE - FRICASSE FRANGO,99533,28.9,"Fricassê de frango, arroz à grega e batata palha. "
CONTROLE DE PEDIDOS,Item promocional,ITEM PROMOCIONAL,100010,0.0,
ADICIONAIS NOVA ESTRUTURA,Não adoçar,,,0.0,
PRATOS NATALINOS,Lombo suíno especial de Natal,CHEF-SUINO NATALINO,1914,29.9,"Suculento lombo suíno com couve crispy e regado com geleia de pimenta e abacaxi, farofa especial de natal, salpicão de frango e arroz cremoso."
EXTRAS GERAIS - SERVIDOS A PARTE,,EXTRA QUEIJO PARMESAO,,4.9,
EXTRAS MENU BRANDS - MOLHOS SOODELI 40g,Geleia de pimenta ,EXTRA-GELEIA PIMENTA SOOD,20156,4.9,Geleia de pimenta e abacaxi artesanal.
EXTRAS MENU BRANDS,Maionese Chapa Roti,EXTRA - MAIO CHAPAROTI 20G,15215,0.0,Deliciosa maionese temperada.
PRATOS NATALINOS,Sobrecoxa assada especial de Natal,CHEF-SOBRECX NATALINA,1915,29.9,"Sobrecoxa assada e macia, arroz à grega , sapicão de frango e farofa especial de natal."
PRATOS NATALINOS,Fricassê de frango especial de Natal,CHEF-FRICASSE NATALINO,1916,29.9,"Fricassê de frango, queijo mussarela fatiado, presunto fatiado, batata palha, farofa especial de natal e arroz com passas."
PRATOS NATALINOS,Peixe grelhado especial de Natal,CHEF-PEIXE NATALINO,1938,34.9,"Tilápia grelhada regada à manteiga cítrica de alcaparras, cebola crispy, batata assada com alecrim e o especial arroz de castanha de caju."
PRATOS NATALINOS,Sobrecoxa assada especial de Natal,BOW-NATAL-SOBRECOXA,1933,42.9,"Sobrecoxa assada no bafo e finalizada com molho ranch, salpicão de frango, farofa natalina e arroz à grega."
PRATOS NATALINOS,Lombo suíno especial de Natal,BOW-NATAL-LOMBO SUÍNO,1934,45.9,"Lombo suíno com geleia de pimenta e abacaxi, couve crispy, salpicão de frango, farofa natalina e arroz cremoso."
PRATOS NATALINOS,Peixe grelhado especial de Natal,BOW-NATAL-PEIXE GRELHADO,1935,49.9,"Tilápia grelhada regada a manteiga cítrica de alcaparras, cebola crispy, batata assada com alecrim e o especial arroz de castanha de caju da Chef Van."
PRATOS NATALINOS,Fricassê de frango especial de Natal,BOW-NATAL-FRICASSÊ,1936,42.9,"Fricassê de frango especial com queijo mussarela e presunto fatiado, batata palha, farofa natalina e arroz branco com passas."
PRATOS NATALINOS,Fricassê de frango,POP50-FRICASSE FGO 500G,1939,39.9,
PRATOS NATALINOS,Batata assada com alecrim,POP50-BATATA ALECRM 400G,1940,29.9,
PRATOS NATALINOS,Salada Coleslaw,POP50-COLESLAW 500G,1941,29.9,
PRATOS NATALINOS,Farofa de Natal,POP50-FAROFA NATAL 400G,1942,29.9,
PRATOS NATALINOS,Salpicão de Frango,POP50-SALPICAO 500G,1943,35.9,
PRATOS NATALINOS,Arroz branco,POP50-ARROZ BCO 400G,1944,25.9,
PRATOS NATALINOS,Arroz à grega,POP50-ARROZ GREGA 400G,1945,25.9,
PRATOS NATALINOS,Arroz castanha de Caju,POP50-ARROZ CASTANHA 400G,1946,25.9,
